ID	name_text_cn	name_text_en	class1_text_cn	class1_text_en	class2_text_cn	class2_text_en	art	skill_text_cn	skill_text_en	story_text_cn	story_text_en
330015	活尸群	Zombie Group	法术	Spell	0	0	ROH YPUNG HYUN	在你的防线上放置两个行尸衍生物。	Put two Walking Dead tokens onto your defence-line.	那永恒长眠的并非亡者，在奇妙的万古之中即便死亡亦会消逝。	That is not dead which can eternal lie,And with strange aeons even death may die.
330016	异月重生	Rebirth of Abnormal Moon	法术	Spell	0	0	ROH YPUNG HYUN	每位玩家将其墓地中随机一张生物牌移至其防线上。	Each players puts a creature card from his graveyard at random onto the defence-line.	那永恒长眠的并非亡者，在奇妙的万古之中即便死亡亦会消逝。	That is not dead which can eternal lie,And with strange aeons even death may die.
340000	闪电箭	Lightning Bolt	法术	Spell	0	0	PtcZ	对目标防线上的生物造成4点伤害。	Deals 4 damage to target creature in defence-line.		
340001	火焰爆破	Fire Blast	法术	Spell	0	0	Jacko Suen	向对手造成5点伤害。	Deals 5 damage to opponent.		
340002	烈焰飞弹	Scorching Missile	法术	Spell	0	0	団長！	向敌方任意生物或对手造成3点伤害。	Deals 3 damage to enemy creatures or opponent at random.		
340003	狂暴术	Frenzy	法术	Spell	0	0	Jacko Suen	目标生物获得【连击】直到回合结束。	Target creature gains 【Double strike】 until end of turn.		
340004	厄运降临	Coming Doom	法术	Spell	0	0	団長！	对手法力上限减少①。	Opponent lost ① mana limit.		
340005	陨落	Fall	法术	Spell	0	0	BigDog	对目标生物造成3点伤害，且对手法力上限减少①。	Deals 3 damage to target creature and opponent lost ① mana limit.		
340006	发狂	Crazy	法术	Spell	0	0	Jacko Suen	目标生物对其左右相邻的生物造成等同其攻击力的伤害。	Target creature deals damage equal its power to adjacent creatures.		
340007	火雨术	Fire Rain	法术	Spell	0	0	BigDog	对所有生物造成2点伤害。	Deals 2 damage to each creatures.		
340008	能量风暴	Electrical Storm	法术	Spell	0	0	団長！	对敌方所有生物造成4点伤害。	Deals 4 damage to enemy creatures.		
340009	火山爆发	Volcanic Explosion	法术	Spell	0	0	Jacko Suen	对所有生物和玩家造成3点伤害。	Deals 3 damage to all creatures and players.		
340010	怒火升腾	EscalatingViolence	法术	Spell	0	0	IN-HYUK LEE	所有友方生物获得【连击】和【暴击】直到回合结束。	23&All friendly creatures gain 【Double strike】 and 【Crit】 unit end of turn.		
340011	异界入侵	Otherworld Intrusion	法术	Spell	0	0	KEBIN	【瞬间】\n在前线放置三个鲁莽小恶魔衍生物。	【Instant】\nPut three Reckless Imp tokens in battlefront at onec.		
340012	恶魔之门	GateoftheDemons	法术	Spell	0	0	BOOTA	你受到7点伤害，从你的牌库中随机选择一张恶魔生物置于你的防线上。	Deals 7 damage to you,put a Demon creature from your library into your defence-line at random.		
340013	咒语复制	Copy Spell	法术	Spell	0	0	ERON	将对手墓地中的一张法术牌置于你的手牌。	Put a Spell card in the opponent's graveyard on your hand.		
340014	血月祈愿	Blood Moon's Wish	法术	Spell	0	0	WOO-YOUNG	对随机一个生物或玩家造成2点伤害，效果执行两次。使用后将血月祈愿洗入你的牌库。	Deals 2 damage to a creature or an player at random,the effect is executed twice.\nShuffle Blood Moon's Wish into your library.		
340015	恶魔之怒	Demonic Wrath	法术	Spell	0	0	IN-HYUK LEE	对目标生物或玩家造成10点伤害。	Deals 10 damage to target creature or play.		
350000	大自然的馈赠	Gifts of Nature	法术	Spell	0	0	CCF	法力上限增加①。	You mana limit Add ①.		
350001	熊之力量	Strength of Bear	法术	Spell	0	0	BigDog	目标生物获得+2/+2。	Target creature gets +2/+2.		
350002	兽群暴动	Stampeding Horde	法术	Spell	0	0	CCF	23&友方所有生物获得+3/+3和【践踏】直到回合结束。	Friendly creatures get +3/+3 and gain 【Trample】 until end of turn.		
350003	自然循环	Natural Cycle	法术	Spell	0	0	薛博	你的墓地每有一张生物，便抓一张牌。	You draws a card for each creature card in your graveyard.		
350004	草药治疗	Herbtherapy	法术	Spell	0	0	PtcZ	你获得10点生命。	You gain 10 life.		
350005	新绿成长	Verdant Growth	法术	Spell	0	0	MINARL	所有友方自然生物获得+1/+2。	All friendly Nature creatures get +1/+2.		
350006	野性狂怒	Savage Frenzy	法术	Spell	0	0	OSUK2	22&目标生物获得+3/+3。并获得【践踏】、【势不可挡】和【横扫】直到回合结束。	Target creature gets +3/+3.And gain 【Trample】 【Unstoppable】 and 【Sweep】 unit end of turn.		
350007	飓风	Flurry	法术	Spell	0	0	BOOTA	消灭所有具【飞行】技能的生物。	Destroy all creatures with flying.		
350008	幻月祈愿	Paraselene's Wish	法术	Spell	0	0	GILYONG	将三张<树精幼苗>置入你的手牌。使用后将幻月祈愿洗入你的牌库。	Create three <Treefolk Seedlings> cards to your hand.Shuffle Paraselene's Wish into your library.		
350009	复苏	Restoration	法术	Spell	0	0	ERON	【瞬间】\n恢复你的法力。	【Instant】\nRecover your Mana at once.		
360000	招魂	Spiritualism	衍生	Derived	法术	Spell	KEBIN	将目标生物牌从你的墓地移回手牌。	Return target creature from your graveyard to your hand. 		
360001	增加100点法力！	Add 100 Mana！	衍生	Derived	闪咒	Flashspell	Jacko Suen	【闪咒】\n你的法力上限增加100点！	You mana limit Add 100.		
360002	费斯坦洛菲尔的诅咒	Fistanrofer's Cursed	衍生	Derived	法术	Spell	0	费斯坦洛菲尔的诅咒不能献祭。\n在你的回合开始时，如果费斯坦洛菲尔的诅咒在你的手上，对你造成2点伤害。	Fistanrofer's Cursed can't offering.\nAt the begin of your turn, if you hold the card,deals 2 damage to you.		
360003	加血测试用	Add 999 HP	衍生	Derived	闪咒	Flashspell	0	大家获得999血。	Add each players 999 life.		
360004	脆弱协议	Fragile Agreement	衍生	Derived	法术	Spell	PANCHOK	你抓一张牌，然后对手获得一张<脆弱协议>。	You draw a card then create a <Treefolk Seedlings> card to opponent's hand.		
360005	Kill You	Kill You	衍生	Derived	法术	Spell	0	对手受到100点伤害。	对手受到100点伤害。		
360006	再生	Regeneration	法术	Spell	0	0	BOOTA	【瞬间】\n你获得10点生命，并将你墓地中所有卡牌洗入牌库。使用后将再生洗入你的牌库。	【Instant】\nYou gain 10 life and shuffle your graveyard into your library.\nShuffle Regeneration into your library.	0	0
360007	幻象增强	Enhance the Illusion	法术	Spell	0	0	RON YOUNG HYUN	目标友方生物获得+1/+0。使用后将治愈之手洗入你的牌库。	Target friendly creature get +1/+0.\nShuffle Enhance the Illusion into your library.	0	0
410000	紧急增援	First Reinforcements	闪咒	Flashspell	0	0	PtcZ	在你的防线上放置两个帝国新兵衍生物。	Put two Empire Recruit tokens onto your defence-line.		
410001	短暂休息	Short Rest	闪咒	Flashspell	0	0	朱彤彤	目标生物获得【守护】直到回合结束，你抓一张牌。	Target creature gain 【Guardian】 until end of turn, you draw a card.		
410002	正义之箭	Arrows of Justice	闪咒	Flashspell	0	0	Jacko Suen	消灭目标攻击力大于或等于4的生物。	Destroy target creature with power 4 or greater.		
410003	天使祝福	Angel's Blessing	闪咒	Flashspell	0	0	CCF	友方所有生物获得+2/+1直到回合结束。	Friendly creatures get +2/+1 until end of turn.		
410004	顺势斩	Cleave	闪咒	Flashspell	0	0	Jacko Suen	对前线上所有敌方生物造成2点伤害。	Deals 2 damage to enemy creatures in battlefront.		
410005	惩戒	Chastise	闪咒	Flashspell	0	0	BigDog	对目标前线上的生物造成5点伤害。	Deals 5 damage to target creature in battlefront.		
410006	安息日	Sabbath	闪咒	Flashspell	0	0	CCF	所有生物获得【守护】直到回合结束。	All creatures gain 【Guardian】 until end of turn.	精神的白昼，圣灵静憩之处且不受侵扰。	
410007	筑起堡垒	Building Barricade	闪咒	Flashspell	0	0	Jacko Suen	友方所有生物获得+0/+2直到回合结束。	Friendly creatures get +0/+2 until end of turn.		
410008	拉多娜的庇护	Ladonna's Aegis	闪咒	Flashspell	0	0	団長！	防止友方生物本回合受到的所有伤害，治疗其受到的所有伤害。	Prevent all damage that would be dealt to friendly creatures this turn, health all damage to them.		
410009	快速治疗	Flash Heal	闪咒	Flashspell	0	0	POA	治疗目标生物或玩家3点伤害。	Health 3 damage to target creature or play.	如果可以的话，我希望能老死。	
410010	净化墓穴	Purify the Grave	闪咒	Flashspell	0	0	LEE WOO-YOUNG	【放逐】目标墓地中的一张牌。	【Exile】 target card from a graveyard.	一切不洁之物必须尽早根除！	
410011	神圣抗力	Divine Resistance	闪咒	Flashspell	0	0	DALYK	防止目标生物本回合受到的所有伤害。	Prevent all damage that would be dealt to target creature this turn.		
420000	冷却	Cold Down	闪咒	Flashspell	0	0	ERON	目标生物得到-7/-0直到回合结束。	Target creature gets -7/-0 until end of turn.		
420001	驱散	Disperse	闪咒	Flashspell	0	0	KEBIN	将目标生物及其位置上的领域移回手牌。	Return target creature and domain on the same position to hand.		
420002	融化	Melting	闪咒	Flashspell	0	0	DALYK	目标生物获得-1/-0。	Target creature gets -1/-0.		
420003	强制传送	Forced Transfer	闪咒	Flashspell	0	0	DALYK	将目标生物置于其拥有者牌库顶。	Put target creature on top of its owner's library.		
420004	诡计	Deception	闪咒	Flashspell	0	0	ISHTARIS	将目标玩家牌库顶两张牌置于其墓地，你抓一张牌。	Target player puts the top two cards of his library into graveyard, you draw a card.		
420005	窃取机密	Stealing Secrets	闪咒	Flashspell	0	0	POA	将对手牌库顶一张牌置于你的手牌。	Puts the top a card of opponent's library into your hand.	我的是我的，你的也是我的。	
420006	浓雾掩护	Fog Cover	闪咒	Flashspell	0	0	DALYK	【瞬间】\n友方所有生物获得【伪装】直到回合结束。	【Instant】\nFriendls creatures gains 【Camouflage】until end of turn.		
420007	大风暴	Big Storm	闪咒	Flashspell	0	0	BOOTA	将所有生物和领域移回手牌。	Return all creatures and domain to hand.		
420008	变形术	Polymorph	闪咒	Flashspell	0	0	MazertYoung	将目标生物变成羊。	Transform target creature into sheep.		
420009	失效	Negate	闪咒	Flashspell	0	0	ISHTARIS	失效只能在防御阶段中使用。\n反击对手法术区随机一张卡牌。	Negate can only be used in the defensive phase.\nCounter a card in the Spell Area by opponent at random.		
420010	抹消计划	Erase the Plan	闪咒	Flashspell	0	0	ISHTARIS	抹消计划只能在防御阶段中使用。\n反击对手法术区所有卡牌。	Erase the Plan can only be used in the defensive phase.\nCounter all cards in the Spell Area by opponent.		
420011	迷途	Stray	闪咒	Flashspell	0	0	ISHTARIS	目标生物获得【迟缓】，并后退至防线。	Target creature gain 【Slowly】 and back to the defence-line.	“你！马上离开教室，到走廊罚站去！”	
430000	弱化	Weaken	闪咒	Flashspell	0	0	WON-HO	目标生物获得-1/-1，你抓一张牌。	Target creature gets -1/-1, you draw a card.		
430001	行刺	Assassinate	闪咒	Flashspell	0	0	EEELMONG	消灭目标生物。	Destroy target creature.		
430002	腐败气息	Corruption Breath	闪咒	Flashspell	0	0	ERON	目标生物获得-2/-2直到回合结束。	Target creature gets -2/-2 until end of turn.		
430003	吸血鬼之拥	Vampiric Embrace	闪咒	Flashspell	0	0	GHARLY	目标生物获得【吸血】，并获得+2/+0直到回合结束。	Target creature gain 【Suckblood】, and gets +2/+0 until end of turn.		
430004	死亡之触	Death Touch	闪咒	Flashspell	0	0	WOO-YOUNG	消灭目标力量少于或等于3的生物。	Destroy target creature with power 3 or less.		
430005	窃尸	Morgue Theft	闪咒	Flashspell	0	0	AN.GILYONG	【放逐】目标墓地中的一张生物牌，在你的防线上放置一个行尸衍生物。	【Exile】 target creature card from a graveyard, put a Walking Dead token onto your defence-line.		
440000	火箭术	Fire Bolt	闪咒	Flashspell	0	0	PtcZ	对目标生物或玩家造成2点伤害。	Deals 2 damage to target creature or play.		
440001	野蛮攻击	Savage Assault	闪咒	Flashspell	0	0	泽羊	目标生物得到+3/+0和【先攻】直到回合结束。	Target creature gets +3/+0 and gain 【First strike】 until end of turn.		
440002	破盾	Broken Shield	闪咒	Flashspell	0	0	Jacko Suen	对目标生物或玩家造成3点伤害。	Deals 3 damage to target creature or play.		
440003	战争咆哮	Battle Growl	闪咒	Flashspell	0	0	朱彤彤	友方生物得到+1/+0。	Friendly creatures get +1/+0.		
440004	恶魔的交易	Demon's Bargain	闪咒	Flashspell	0	0	Jacko Suen	弃掉你的手牌，然后抓两张牌。	Discard all the card in your hand,then draw two cards.		
440005	奇袭	Surprise Attack	闪咒	Flashspell	0	0	薛博	目标生物得到+3/+1。	Target creature gets +3/+1.		
440006	冲击波	Shockwave	闪咒	Flashspell	0	0	ERON	对目标生物造成4点伤害。	Deals 4 damage to target creature.		
450000	尼雅娜亚的赐福	NiyaNoah's Bless	闪咒	Flashspell	0	0	団長！	防止目标生物于本回合中受到的所有战斗伤害。你获得6点生命。	Prevent all combat damage that would be dealt to target creature this turn.You gain 6 life.		
450001	回归自然	Naturalize	闪咒	Flashspell	0	0	BigDog	消灭目标领域。	Destroy target domain.		
450002	大地之力	Strength of Earth	闪咒	Flashspell	0	0	BigDog	目标生物获得+3/+3直到回合结束。	Target creature gets +3/+3 until end of turn.		
450003	回收	Reclaim	闪咒	Flashspell	0	0	朱彤彤	从你的墓地将目标自然牌移回手中。	Return target Nature card from your graveyard to your hand.		
450004	隐蔽伏击	Concealed Ambush	闪咒	Flashspell	0	0	Jacko Suen	目标生物获得【伪装】和【致命】直到回合结束。	Target creatures gains 【Camouflage】 and 【Deadly】 until end of turn.		
450005	巨化术	Titanic Growth	闪咒	Flashspell	0	0	GILYONG	目标生物获得+7/+7。	Target creature gets +7/+7.		
